industries,qa_type,question,optionA,optionB,optionC,optionD,optionE,answer,pairing_explanation,reference_text,pages
"['b44-solar-technology-and-project-developers', 'b45-wind-technology-and-project-developers']",single_hop,Give me all the metrics from Table 1 that are in category 'Discussion and Analysis' for the Solar Technology & Project Developers and Wind Technology & Project Developers industries.,"Water Management in Manufacturing, Management of Energy Infrastructure Integration & Related Regulations (2 metrics), Materials Efficiency","Description of water management risks and discussion of strategies and practices to mitigate those risks, Description of risks associated with integration of solar energy into existing energy infrastructure and discussion of efforts to manage those risks, Description of risks and opportunities associated with energy policy and its impact on the integration of solar energy into existing energy infrastructure, Description of approach to optimize materials efficiency of wind turbine design","(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable, (1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress, Top five materials consumed by weight, Average top head mass per turbine capacity by wind turbine class","Management of Energy Infrastructure Integration & Related Regulations (2 metrics), Materials Efficiency, Description of approach to optimize materials efficiency of wind turbine design","Water Management in Manufacturing, Description of water management risks and discussion of strategies and practices to mitigate those risks, Description of approach to optimize materials efficiency of wind turbine design",B,"Both industries are central to the renewable energy sector and share sustainability themes related to lifecycle analysis, resource use, and environmental impact.",['Industry: Solar Technology & Project Developers\n\n## Table 1. Sustainability Disclosure Topics & Metrics\n\n| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |\n|-------|--------|----------|------------------|------|\n| Water Management in Manufacturing | Description of water management risks and discussion of strategies and practi- ces to mitigate those risks | Discussion and Analysis | n/a | RR-ST-140a.2 |\n| Management of Energy Infrastructure Integration & Related Regulations | Description of risks associated with integration of solar energy into existing energy infrastructure and discussion of efforts to manage those risks | Discussion and Analysis | n/a | RR-ST-410a.1 |\n| Management of Energy Infrastructure Integration & Related Regulations | Description of risks and opportunities associated with energy policy and its impact on the integration of solar energy into existing energy infrastructure | Discussion and Analysis | n/a | RR-ST-410a.2 |\n\nIndustry: Wind Technology & Project Developers\n\n## Table 1. Sustainability Disclosure Topics & Metrics\n\n| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |\n|-------|--------|----------|------------------|------|\n| Materials Efficiency | Description of approach to optimize materials efficiency of wind turbine design | Discussion and Analysis | n/a | RR-WT-440b.3 |'],"['473_b44', '483_b45']"
"['b44-solar-technology-and-project-developers', 'b45-wind-technology-and-project-developers']",multi_hop,Give me the codes for all the 'Discussion and Analysis' metrics in Table 1 for the Solar Technology & Project Developers and Wind Technology & Project Developers industries.,"RR-ST-140a.2, RR-ST-410a.1, RR-ST-410a.2, RR-WT-440b.3","RR-ST-140a.2, RR-ST-410a.1, RR-ST-410a.2","RR-ST-140a.2, RR-WT-440b.3","RR-ST-410a.1, RR-ST-410a.2, RR-WT-440b.3","RR-ST-140a.2, RR-ST-410a.1",A,"Both industries are central to the renewable energy sector and share sustainability themes related to lifecycle analysis, resource use, and environmental impact.","['Table 1. Sustainability Disclosure Topics & Metrics', 'Water Management in Manufacturing | Description of water management risks and discussion of strategies and practi- ces to mitigate those risks | Discussion and Analysis | n/a | RR-ST-140a.2 ', 'Management of Energy Infrastructure Integration & Related Regulations | Description of risks associated with integration of solar energy into existing energy infrastructure and discussion of efforts to manage those risks | Discussion and Analysis | n/a | RR-ST-410a.1', 'Management of Energy Infrastructure Integration & Related Regulations | Description of risks and opportunities associated with energy policy and its impact on the integration of solar energy into existing energy infrastructure | Discussion and Analysis | n/a | RR-ST-410a.2', 'Materials Efficiency | Description of approach to optimize materials efficiency of wind turbine design | Discussion and Analysis | n/a | RR-WT-440b.3']","['475', '479-480', '481-482', '485-486']"
"['b44-solar-technology-and-project-developers', 'b45-wind-technology-and-project-developers']",multi_hop,What units of measurement are used across the Solar Technology & Project Developers and Wind Technology & Project Developers industries for measuring water consumption?,"Thousand cubic meters (m³), Percentage (%)","Gigajoules (GJ), Percentage (%)","Megawatts (MW), Percentage (%)",Metric tons (t),Reporting currency,A,"Both industries are central to the renewable energy sector and share sustainability themes related to lifecycle analysis, resource use, and environmental impact.","['(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress | Quantitative | Thousand cubic meters (m³), Percent- age (%)']",['475']
"['b44-solar-technology-and-project-developers', 'b45-wind-technology-and-project-developers']",multi_hop,"Are there any common sustainability topics between the Solar Technology & Project Developers and Wind Technology & Project Developers industries, and if so, how do their reporting requirements differ?","Yes, the Materials Efficiency topic is common, but the reporting requirements differ in terms of the specific metrics used. Solar companies report on energy and water usage, while wind companies report on materials consumed and turbine design efficiency.","No, there are no common sustainability topics covered for these two industries.","Yes, the Energy Management topic is common, but the reporting requirements are exactly the same for both industries.","Yes, the Water Management topic is common, and the reporting requirements are also exactly the same for both industries.",<UNKNOWN>,A,"Both industries are central to the renewable energy sector and share sustainability themes related to lifecycle analysis, resource use, and environmental impact.","['Table 1 topics for Solar Technology & Project Developers: Energy Management in Manufacturing, Water Management in Manufacturing, Management of Energy Infrastructure Integration & Related Regulations', 'Table 1 topics for Wind Technology & Project Developers: Materials Efficiency']","['473', '483']"
"['b44-solar-technology-and-project-developers', 'b45-wind-technology-and-project-developers']",multi_hop,"When calculating RR-ST-140a.1 metrics related to water consumption, what is the key difference between Solar Technology & Project Developers and Wind Technology & Project Developers companies?","Solar companies need to analyze water risks based on Baseline Water Stress levels, while wind companies do not have this requirement.","Wind companies need to analyze water risks based on Baseline Water Stress levels, while solar companies do not have this requirement.","There is no difference, both industries have the same requirements for calculating the RR-ST-140a.1 water consumption metric.","The RR-ST-140a.1 metric only applies to solar companies, not wind companies.","The RR-ST-140a.1 metric only applies to wind companies, not solar companies.",A,"Both industries are central to the renewable energy sector and share sustainability themes related to lifecycle analysis, resource use, and environmental impact.","[""The entity shall analyze all of its operations for water risks and identify activities that withdraw and consume water in locations with High (40–80 percent) or Extremely High (>80 percent) Baseline Water Stress as classified by the World Resources Institute's (WRI) Water Risk Atlas tool, Aqueduct."", 'The entity shall disclose its water withdrawn in locations with High or Extremely High Baseline Water Stress as a percentage of the total water withdrawn.', 'The entity shall disclose its water consumed in locations with High or Extremely High Baseline Water Stress as a percentage of the total water consumed.']",['476']
"['b58-software-and-it-services', 'b56-internet-media-and-services']",single_hop,What formula is used to calculate the 'percentage renewable' metric in the Internet Media & Services and Software & IT Services industries?,The percentage shall be calculated as renewable energy consumption divided by total energy consumption.,The percentage shall be calculated as grid electricity consumption divided by total energy consumption.,The percentage shall be calculated as water consumption divided by total water withdrawn.,The percentage shall be calculated as total energy consumed divided by renewable energy consumption.,The percentage shall be calculated as customer downtime divided by number of service disruptions.,A,Both industries heavily rely on data centers and digital infrastructures that consume significant energy. Their approaches to energy efficiency and carbon footprint management are critical for sustainable development in the tech sector.,"['3.2 The percentage shall be calculated as renewable energy consumption divided by total energy consumption.', '3.2 The percentage shall be calculated as renewable energy consumption divided by total energy consumption.']","['561_b56', '579_b58']"
"['b58-software-and-it-services', 'b56-internet-media-and-services']",single_hop,What activity metrics are listed for both the Internet Media & Services and Software & IT Services industries?,"(1) Number of licenses or subscriptions, (2) percentage cloud-based","(1) Data processing capacity, (2) percentage outsourced","(1) Amount of data storage, (2) percentage outsourced",Entity-defined measure of user activity,All of the above,E,Both industries heavily rely on data centers and digital infrastructures that consume significant energy. Their approaches to energy efficiency and carbon footprint management are critical for sustainable development in the tech sector.,"['(1) Data processing capacity, (2) percentage outsourced', '(1) Amount of data storage, (2) percentage outsourced']","['559_b56', '576_b58']"
"['b58-software-and-it-services', 'b56-internet-media-and-services']",single_hop,Which industry has more 'Quantitative' metrics to disclose in Table 1 between Internet Media & Services and Software & IT Services industries?,Internet Media & Services,Software & IT Services,Both industries have the same number of quantitative metrics in Table 1,Neither industry has any quantitative metrics in Table 1,The number of quantitative metrics cannot be determined from the given information,C,Both industries heavily rely on data centers and digital infrastructures that consume significant energy. Their approaches to energy efficiency and carbon footprint management are critical for sustainable development in the tech sector.,"['TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE', 'TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE']","['559_b56', '576_b58']"
"['b58-software-and-it-services', 'b56-internet-media-and-services']",single_hop,Are there any common sustainability topics between the Internet Media & Services and Software & IT Services industries?,"No, there are no common sustainability topics covered.","Yes, the 'Environmental Footprint of Hardware Infrastructure' topic is common to both industries.","Yes, the 'Managing Systemic Risks from Technology Disruptions' topic is common to both industries.","Yes, the 'Environmental Footprint of Data Centers' topic is common to both industries.","Yes, the 'Water Management' topic is common to both industries.",B,Both industries heavily rely on data centers and digital infrastructures that consume significant energy. Their approaches to energy efficiency and carbon footprint management are critical for sustainable development in the tech sector.,"['Environmental Footprint of Hardware Infrastructure', 'Environmental Footprint of Hardware Infrastructure']","['559_b56', '576_b58']"
"['b58-software-and-it-services', 'b56-internet-media-and-services']",multi_hop,"Are there any common sustainability topics between the Internet Media & Services and Software & IT Services industries, and if so, how do their reporting requirements differ?",There is no common sustainability topic between the two industries. Their reporting requirements are completely different.,"The common sustainability topic is Environmental Footprint of Hardware Infrastructure. For this topic, the reporting requirements in terms of quantitative metrics are exactly the same across both industries.","The common sustainability topic is Environmental Footprint of Hardware Infrastructure. While the quantitative metrics are the same, the reporting requirements for the discussion and analysis metric differ slightly between the two industries.",The common sustainability topic is Managing Systemic Risks from Technology Disruptions. The quantitative and discussion and analysis metrics for this topic are identical across both industries.,There are no common sustainability topics explicitly mentioned for these two industries.,C,Both industries heavily rely on data centers and digital infrastructures that consume significant energy. Their approaches to energy efficiency and carbon footprint management are critical for sustainable development in the tech sector.,"['Industry: Internet Media & Services\n\n## Table 1. Sustainability Disclosure Topics & Metrics\n\n| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |\n|-------|--------|----------|------------------|------|\n| Environmental Footprint of Hardware Infrastructure | (1) Total energy consumed, (2) percent- age grid electricity, (3) percentage renewable | Quantitative | Gigajoules (GJ), Percent- age (%) | TC-IM-130a.1 |\n| Environmental Footprint of Hardware Infrastructure | (1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress | Quantitative | Thousand cubic meters (m³), Percent- age (%) | TC-IM-130a.2 |\n| Environmental Footprint of Hardware Infrastructure | Discussion of the integration of environ- mental considerations into strategic planning for data center needs | Discussion and Analysis | n/a | TC-IM-130a.3 |', 'Industry: Software & Information Technology (IT) Services\n\n## Table 1. Sustainability Disclosure Topics & Metrics\n\n| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |\n|-------|--------|----------|-----------------|------|\n| Environmental Footprint of Hardware Infrastructure | (1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable | Quantitative | | TC-SI-130a.1 |\n| Environmental Footprint of Hardware Infrastructure | (1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress | Quantitative | | TC-SI-130a.2 |\n| Environmental Footprint of Hardware Infrastructure | Discussion of the integration of environmental considerations into strategic planning for data center needs | Discussion and Analysis | | TC-SI-130a.3 |']","['559-563_b56', '578-581_b58']"
"['b58-software-and-it-services', 'b56-internet-media-and-services']",multi_hop,"When preparing sustainability reports, how do the metrics for measuring water consumption differ between the Internet Media & Services and Software & IT Services industries?",The metrics are exactly the same for both industries in terms of quantifying total water withdrawn and consumed as well as percentage in water-stressed regions.,"For the Internet Media & Services industry, only total water withdrawn needs to be reported, while for Software & IT Services, both total withdrawn and consumed need to be quantified.","The Internet Media & Services industry has to report water metrics in specific units like thousand cubic meters, while the Software & IT Services industry does not require specifying units.","The Software & IT Services industry does not require reporting any water consumption metrics, unlike the Internet Media & Services industry which has detailed requirements.",There is no difference in the water consumption metrics reporting requirements between the two industries.,A,Both industries heavily rely on data centers and digital infrastructures that consume significant energy. Their approaches to energy efficiency and carbon footprint management are critical for sustainable development in the tech sector.,"['TC-IM-130a.2. (1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress\n\n1     The entity shall disclose the amount of water, in thousands of cubic meters, that was withdrawn from all sources.\n...\n3     The entity shall disclose the amount of water, in thousands of cubic meters, that was consumed in its operations.\n...\n5     The entity shall disclose its water withdrawn in locations with High or Extremely High Baseline Water Stress as a percentage of the total water withdrawn.\n\n6     The entity shall disclose its water consumed in locations with High or Extremely High Baseline Water Stress as a percentage of the total water consumed.', 'TC-SI-130a.2. (1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress\n\n1     The entity shall disclose the amount of water, in thousands of cubic meters, that was withdrawn from all sources.\n...\n3     The entity shall disclose the amount of water, in thousands of cubic meters, that was consumed in its operations.\n...\n5     The entity shall disclose its water withdrawn in locations with High or Extremely High Baseline Water Stress as a percentage of the total water withdrawn.\n\n6     The entity shall disclose its water consumed in locations with High or Extremely High Baseline Water Stress as a percentage of the total water consumed.']","['562_b56', '580_b58']"
"['b58-software-and-it-services', 'b56-internet-media-and-services']",multi_hop,What units of measurement are used across the Internet Media & Services and Software & IT Services industries for measuring renewable energy consumption?,Percentage (%),Kilowatt hours (kWh),Petabytes,The units are not explicitly specified for either industry.,"Gigajoules (GJ) for the Internet Media & Services industry, while units are not specified for the Software & IT Services industry.",D,Both industries heavily rely on data centers and digital infrastructures that consume significant energy. Their approaches to energy efficiency and carbon footprint management are critical for sustainable development in the tech sector.,"['TC-IM-130a.1. ...\n3    The entity shall disclose (3) the percentage of energy it consumed that is renewable energy.', 'TC-SI-130a.1. ...\n3 The entity shall disclose (3) the percentage of energy it consumed that is renewable energy.']","['561_b56', '579_b58']"
"['b58-software-and-it-services', 'b56-internet-media-and-services']",multi_hop,Give me the codes for all the 'Discussion and Analysis' metrics in Table 1 for the Internet Media & Services and Software & IT Services industries.,"TC-IM-130a.3, TC-SI-130a.3","TC-IM-130a.2, TC-SI-550a.2","TC-IM-000.A, TC-SI-000.A","TC-IM-130a.1, TC-SI-130a.1","TC-IM-550a.2, TC-SI-550a.2",A,Both industries heavily rely on data centers and digital infrastructures that consume significant energy. Their approaches to energy efficiency and carbon footprint management are critical for sustainable development in the tech sector.,"['| Environmental Footprint of Hardware Infrastructure | Discussion of the integration of environ- mental considerations into strategic planning for data center needs | Discussion and Analysis | n/a | TC-IM-130a.3 |', '| Environmental Footprint of Hardware Infrastructure | Discussion of the integration of environmental considerations into strategic planning for data center needs | Discussion and Analysis | | TC-SI-130a.3 |']","['559_b56', '578_b58']"
"['b15-asset-management-and-custody-activities', 'b19-mortgage-finance']",single_hop,Compare the number of 'Quantitative' metrics between the Mortgage Finance and Asset Management & Custody Activities industries.,"The Mortgage Finance industry has 4 'Quantitative' metrics, while the Asset Management & Custody Activities industry has 3.","The Mortgage Finance industry has 2 'Quantitative' metrics, while the Asset Management & Custody Activities industry has 4.","The Mortgage Finance industry has 3 'Quantitative' metrics, while the Asset Management & Custody Activities industry has 3.","The Mortgage Finance industry has 2 'Quantitative' metrics, while the Asset Management & Custody Activities industry has 3.",Both the Mortgage Finance and Asset Management & Custody Activities industries have 3 'Quantitative' metrics each.,D,"Asset management and mortgage finance are pivotal in funding sustainable projects and investments, focusing on long-term economic and environmental impacts.","[""For the Mortgage Finance industry, the 'Quantitative' metrics listed in Table 1 are: FN-MF-450a.1, FN-MF-450a.2."", ""For the Asset Management & Custody Activities industry, the 'Quantitative' metrics listed in Table 1 are: FN-AC-410a.1, FN-AC-1, FN-AC-2, FN-AC-3.""]","['185_b19', '135_b15']"
"['b15-asset-management-and-custody-activities', 'b19-mortgage-finance']",single_hop,List the activity metrics for the Mortgage Finance and Asset Management & Custody Activities industries.,"For Mortgage Finance: (1) Number and (2) value of mortgages originated / purchased by category - residential and commercial. For Asset Management & Custody: Total assets under management (AUM), Total assets under custody and supervision.","For Mortgage Finance: None listed. For Asset Management & Custody: Total assets under management (AUM), Total assets under custody and supervision.",For Mortgage Finance: (1) Number and (2) value of mortgages originated by category - residential and commercial. For Asset Management & Custody: None listed.,For Mortgage Finance: (1) Number and (2) value of mortgages purchased by category - residential and commercial. For Asset Management & Custody: Total assets under management (AUM).,"For Mortgage Finance: (1) Number and (2) value of mortgages originated by category - residential and commercial, (1) Number and (2) value of mortgages purchased by category - residential and commercial. For Asset Management & Custody: Total assets under management (AUM), Total assets under custody and supervision.",A,"Asset management and mortgage finance are pivotal in funding sustainable projects and investments, focusing on long-term economic and environmental impacts.","['For the Mortgage Finance industry, the activity metrics listed in Table 2 are: (1) Number and (2) value of mortgages originated by category: (a) residential and (b) commercial, (1) Number and (2) value of mortgages purchased by category: (a) residential and (b) commercial.', 'For the Asset Management & Custody Activities industry, the activity metrics listed in Table 2 are: Total assets under management (AUM), Total assets under custody and supervision.']","['184_b19', '133_b15']"
"['b15-asset-management-and-custody-activities', 'b19-mortgage-finance']",single_hop,Give me all the metrics from Table 1 that are in category 'Discussion and Analysis' for the Mortgage Finance and Asset Management & Custody Activities industries.,"For Mortgage Finance: FN-MF-450a.3. For Asset Management & Custody: FN-AC-410a.2, FN-AC-410a.3, FN-AC-4.","For Mortgage Finance: None. For Asset Management & Custody: FN-AC-410a.2, FN-AC-410a.3.","For Mortgage Finance: FN-MF-450a.3. For Asset Management & Custody: FN-AC-410a.2, FN-AC-4.","For Mortgage Finance: FN-MF-450a.3. For Asset Management & Custody: FN-AC-410a.2, FN-AC-410a.3, FN-AC-4.","For Mortgage Finance: None. For Asset Management & Custody: FN-AC-410a.2, FN-AC-4.",D,"Asset management and mortgage finance are pivotal in funding sustainable projects and investments, focusing on long-term economic and environmental impacts.","[""For the Mortgage Finance industry, the metric in the 'Discussion and Analysis' category from Table 1 is: FN-MF-450a.3."", ""For the Asset Management & Custody Activities industry, the metrics in the 'Discussion and Analysis' category from Table 1 are: FN-AC-410a.2, FN-AC-410a.3, FN-AC-4.""]","['185_b19', '135_b15']"
"['b15-asset-management-and-custody-activities', 'b19-mortgage-finance']",single_hop,What are the common sustainability topics between the Mortgage Finance and Asset Management & Custody Activities industries?,"Environmental Risk to Mortgaged Properties, Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory","Environmental Risk to Mortgaged Properties, Transition Risk Exposure",There are no common sustainability topics between the two industries.,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory, Transition Risk Exposure","Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory",C,"Asset management and mortgage finance are pivotal in funding sustainable projects and investments, focusing on long-term economic and environmental impacts.","['For the Mortgage Finance industry, the sustainability topics listed are: Environmental Risk to Mortgaged Properties.', 'For the Asset Management & Custody Activities industry, the sustainability topics listed are: Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory, Transition Risk Exposure.']","['185_b19', '135_b15']"
"['b15-asset-management-and-custody-activities', 'b19-mortgage-finance']",multi_hop,What are the codes for all the 'Quantitative' metrics in Table 1 for the Asset Management & Custody Activities and Mortgage Finance industries?,"FN-AC-410a.1, FN-AC-1, FN-AC-2, FN-AC-3, FN-MF-450a.1, FN-MF-450a.2, FN-MF-000.A, FN-MF-000.B","FN-AC-410a.2, FN-AC-410a.3, FN-AC-4, FN-MF-450a.3","FN-AC-000.A, FN-AC-000.B","FN-MF-450a.1, FN-MF-450a.2, FN-MF-000.A, FN-MF-000.B, FN-AC-410a.1, FN-AC-1, FN-AC-2, FN-AC-3",<UNKNOWN>,D,"Asset management and mortgage finance are pivotal in funding sustainable projects and investments, focusing on long-term economic and environmental impacts.","['FN-MF-450a.1. (1) Number and (2) value of mortgage loans in 100-year flood zones', 'FN-MF-450a.2. (1) Total expected loss and (2) Loss Given Default (LGD) attributable to mortgage loan default and delinquency due to weather-related natural catastrophes, by geographic region', 'FN-MF-000.A: (1) Number and (2) value of mortgages originated by category: (a) residential and (b) commercial', 'FN-MF-000.B: (1) Number and (2) value of mortgages purchased by category: (a) residential and (b) commercial', 'FN-AC-410a.1. Amount of assets under management, by asset class, that employ (1) integration of environmental, social, and governance (ESG) issues, (2) sustainability themed investing, and (3) screening', 'FN-AC-1: Percentage of total assets under management (AUM) included in the financed emissions calculation', 'FN-AC-2: (1) Absolute gross (a) Scope 1 emissions, (b) Scope 2 emissions, and (c) Scope 3 emissions, and (2) associated amount of total AUM (i.e., financed emissions)', 'FN-AC-3: (1) Gross emissions intensity by (a) Scope 1 emissions, (b) Scope 2 emissions, and (c) Scope 3 emissions, and (2) associated amount of total AUM (i.e., financed emissions)']","['185-187_b19', '134-143_b15']"
"['b15-asset-management-and-custody-activities', 'b19-mortgage-finance']",multi_hop,Give me the codes for all the 'Discussion and Analysis' metrics in Table 1 for the Asset Management & Custody Activities and Mortgage Finance industries.,"FN-AC-410a.2, FN-AC-410a.3, FN-AC-4, FN-MF-450a.3","FN-MF-450a.1, FN-MF-450a.2, FN-MF-000.A, FN-MF-000.B","FN-AC-410a.1, FN-AC-1, FN-AC-2, FN-AC-3",<UNKNOWN>,"FN-AC-000.A, FN-AC-000.B",A,"Asset management and mortgage finance are pivotal in funding sustainable projects and investments, focusing on long-term economic and environmental impacts.","['FN-AC-410a.2. Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment and/or wealth management processes and strategies', 'FN-AC-410a.3. Description of proxy voting and investee engagement policies and procedures', 'FN-AC-4. Description of the methodology used to calculate financed emissions', 'FN-MF-450a.3. Description of how climate change and other environmental risks are incorporated into mortgage origination and underwriting']","['135-138_b15', '186-187_b19']"
"['b15-asset-management-and-custody-activities', 'b19-mortgage-finance']",multi_hop,"When preparing sustainability reports, how do the metrics for measuring incorporation of environmental, social, and governance (ESG) factors differ between the Asset Management & Custody Activities and Mortgage Finance industries?","There are no metrics related to ESG incorporation for the Mortgage Finance industry, while the Asset Management & Custody Activities industry has metrics FN-AC-410a.1, FN-AC-410a.2, and FN-AC-410a.3 covering this topic.","Both industries have similar metrics covering the incorporation of ESG factors, such as FN-MF-450a.3 for Mortgage Finance and FN-AC-410a.1, FN-AC-410a.2, and FN-AC-410a.3 for Asset Management & Custody Activities.","The Mortgage Finance industry has metric FN-MF-450a.3 related to ESG incorporation, while the Asset Management & Custody Activities industry does not have any metrics on this topic.","The metrics for measuring ESG incorporation are identical for both industries, using the same code FN-XYZ-123.",<UNKNOWN>,A,"Asset management and mortgage finance are pivotal in funding sustainable projects and investments, focusing on long-term economic and environmental impacts.","['FN-AC-410a.1. Amount of assets under management, by asset class, that employ (1) integration of environmental, social, and governance (ESG) issues, (2) sustainability themed investing, and (3) screening', 'FN-AC-410a.2. Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment and/or wealth management processes and strategies', 'FN-AC-410a.3. Description of proxy voting and investee engagement policies and procedures', 'FN-MF-450a.3. Description of how climate change and other environmental risks are incorporated into mortgage origination and underwriting']","['135-138_b15', '186-187_b19']"
"['b15-asset-management-and-custody-activities', 'b19-mortgage-finance']",multi_hop,"Comparing the Asset Management & Custody Activities and Mortgage Finance industries, which sustainability topic is more prominently addressed in the Asset Management & Custody Activities industry but not explicitly covered for the Mortgage Finance industry?",Environmental Risk to Mortgaged Properties,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory",Transition Risk Exposure,<UNKNOWN>,There are no sustainability topics covered more prominently in one industry versus the other,B,"Asset management and mortgage finance are pivotal in funding sustainable projects and investments, focusing on long-term economic and environmental impacts.","['Industry: Mortgage Finance\n## Table 1. Sustainability Disclosure Topics & Metrics\n| TOPIC | \n|-------|\n| Environmental Risk to Mortgaged Properties |', 'Industry: Asset Management & Custody Activities  \n## Table 1. Sustainability Disclosure Topics & Metrics\n| TOPIC |\n|-------|\n| Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory |\n| Transition Risk Exposure |']","['185_b19', '133_b15']"
"['b1-apparel-accessories-and-footwear', 'b2-appliance-manufacturing', 'b3-building-products-and-furnishings']",single_hop,"Give me all the metrics from Table 1 that are in category 'Discussion and Analysis' for Apparel, Accessories & Footwear, Appliance Manufacturing, and Building Products & Furnishings industries.","CG-AA-440a.1, CG-AM-410a.3, CG-BF-410a.1","CG-AA-440a.1, CG-AM-410a.2, CG-BF-410a.1","CG-AA-440a.2, CG-AM-410a.3, CG-BF-410a.1","CG-AA-440a.1, CG-AM-410a.3, CG-BF-430a.1","CG-AA-440a.2, CG-AM-410a.2, CG-BF-410a.2",C,"These industries all involve consumer goods that have significant global supply chains, environmental impacts from manufacturing, and considerations around labor practices in emerging markets.","['CG-AA-440a.1. Description of environmental and social risks associated with sourcing priority raw materials', ""CG-AM-410a.3. Description of efforts to manage products' end-of-life impacts"", 'CG-BF-410a.1. Description of efforts to manage product lifecycle impacts and meet demand for sustainable products']","['8_b1', '14_b2', '18_b3']"
"['b2-appliance-manufacturing', 'b3-building-products-and-furnishings']",single_hop,Which industry has more 'Quantitative' metrics to disclose in Table 1 between Appliance Manufacturing and Building Products & Furnishings industries?,Appliance Manufacturing has more quantitative metrics in Table 1.,Building Products & Furnishings has more quantitative metrics in Table 1.,Both industries have an equal number of quantitative metrics in Table 1.,Neither industry has any quantitative metrics listed in Table 1.,The information to determine this is not provided in the document.,B,"These industries all involve consumer goods that have significant global supply chains, environmental impacts from manufacturing, and considerations around labor practices in emerging markets.","['For Appliance Manufacturing, Table 1 shows 2 quantitative metrics: CG-AM-410a.1, CG-AM-410a.2', 'For Building Products & Furnishings, Table 1 shows 3 quantitative metrics: CG-BF-130a.1, CG-BF-410a.2, CG-BF-430a.1']","['11_b2', '15_b3']"
"['b1-apparel-accessories-and-footwear', 'b2-appliance-manufacturing', 'b3-building-products-and-furnishings']",single_hop,"Are there any common sustainability topics between Apparel, Accessories & Footwear, Appliance Manufacturing, and Building Products & Furnishings industries?","No, there are no common sustainability topics across the three industries.","Yes, the common sustainability topic is Raw Materials Sourcing.","Yes, the common sustainability topic is Product Lifecycle Environmental Impacts.","Yes, the common sustainability topics are Raw Materials Sourcing and Product Lifecycle Environmental Impacts.","Yes, the common sustainability topic is Energy Management in Manufacturing.",C,"These industries all involve consumer goods that have significant global supply chains, environmental impacts from manufacturing, and considerations around labor practices in emerging markets.","['Topics for Apparel, Accessories & Footwear include Raw Materials Sourcing', 'Topics for Appliance Manufacturing include Product Lifecycle Environmental Impacts', 'Topics for Building Products & Furnishings include Product Lifecycle Environmental Impacts']","['7_b1', '11_b2', '15_b3']"
"['b7-coal-operations', 'b9-iron-and-steel-producers']",single_hop,"What are the common metrics shared between Coal Operations and Iron & Steel Producers industries, if any?","EM-CO-110a.1 and EM-IS-110a.1, which are both about gross global Scope 1 emissions and percentage covered under emissions-limiting regulations.",There are no common metrics shared between the two industries.,"EM-CO-110a.2 and EM-IS-110a.2, which are both about discussion of strategy/plan to manage Scope 1 emissions and emission reduction targets.","EM-CO-140a.1 and EM-IS-140a.1, which are both about total fresh water withdrawn, percentage recycled, and percentage in regions with high water stress.","EM-CO-420a.1 and EM-IS-430a.1, which are about sensitivity of reserves to price scenarios and managing supply chain risks respectively.",C,"These extractive industries have substantial environmental impacts, including emissions, land use, and water consumption, making them critical to compare in sustainability reporting.","[""For Coal Operations, EM-CO-110a.2 is: 'Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets'"", ""For Iron & Steel Producers, EM-IS-110a.2 is: 'Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets'""]","['45_b7', '73_b9']"
