industry,qa_type,question,optionA,optionB,optionC,optionD,optionE,answer,reference,page
b6-multiline-and-specialty-retailers-and-distributors,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,What is meant by the 'scope of energy consumption' in the context of energy management disclosures for this industry?,Only electricity purchased from external sources,All energy used in manufacturing products sold by retailers,Energy consumed by customers using products sold by the company,Energy from all sources directly consumed by the entity during the reporting period,Projected energy usage for future expansion plans,D. Energy from all sources directly consumed by the entity during the reporting period,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,40
b6-multiline-and-specialty-retailers-and-distributors,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,How might the energy management practices of multiline and specialty retailers impact their competitiveness in a low-margin industry?,By increasing product variety,"Through direct cost savings, potentially improving profit margins",By attracting more customers to physical stores,Through increased marketing budgets,By reducing the number of retail locations,"B. Through direct cost savings, potentially improving profit margins",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Multiline and Specialty Retailers & Distributors,40
b6-multiline-and-specialty-retailers-and-distributors,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,What broader implications does the industry's focus on energy management have for environmental sustainability?,It only affects the company's internal operations,It has no impact on environmental sustainability,It contributes to reducing GHG emissions and combating climate change,It only impacts local energy grids,It increases the demand for fossil fuels,C. It contributes to reducing GHG emissions and combating climate change,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Multiline and Specialty Retailers & Distributors,40
b6-multiline-and-specialty-retailers-and-distributors,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,How does the disclosure of energy consumption percentages from different sources reflect on a company's strategic approach to sustainability?,It only reflects the company's marketing strategy,It has no relation to the company's sustainability approach,It demonstrates the company's commitment to transparency but not sustainability,It shows the company's efforts to diversify energy sources without sustainability considerations,It indicates the company's progress in transitioning to more sustainable energy sources,E. It indicates the company's progress in transitioning to more sustainable energy sources,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Multiline and Specialty Retailers & Distributors,40-41
b6-multiline-and-specialty-retailers-and-distributors,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,What does the inclusion of specific requirements for renewable energy claims in the disclosure guidelines suggest about the industry's approach to sustainability reporting?,The industry is trying to make sustainability reporting more complicated,It suggests a focus on simplifying the reporting process,It indicates a move towards standardization and prevention of greenwashing in sustainability claims,The industry is discouraging companies from using renewable energy,It implies that renewable energy is not important for the industry,C. It indicates a move towards standardization and prevention of greenwashing in sustainability claims,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Multiline and Specialty Retailers & Distributors,41
b6-multiline-and-specialty-retailers-and-distributors,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.","According to the IFRS S2 Climate-related Disclosures, what specific method must be used when calculating energy consumption from fuels and biofuels?",Lower heating values (LHV),Net calorific values (NCV),Higher heating values (HHV),Gross energy content (GEC),Standard energy units (SEU),C. Higher heating values (HHV),IFRS S2 Climate-related Disclosures Appendix B,40
b6-multiline-and-specialty-retailers-and-distributors,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.",What is the procedure for including renewable energy from biomass sources in sustainability disclosures?,Any biomass source can be included without restrictions,Only biomass from agricultural waste is allowed,Biomass sources must be certified by a government agency,Biomass is excluded from renewable energy calculations,Biomass sources must be certified to a third-party standard or meet specific eligibility criteria,E. Biomass sources must be certified to a third-party standard or meet specific eligibility criteria,IFRS S2 Climate-related Disclosures Appendix B,41
b6-multiline-and-specialty-retailers-and-distributors,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.",What is the policy regarding the inclusion of grid electricity mix in a company's renewable energy disclosure?,All grid electricity is considered renewable,Grid electricity is excluded entirely from calculations,Only green tariff programs from the grid are included,The renewable portion of the electricity grid mix outside the entity's control is excluded,The entire grid mix is included regardless of renewable content,D. The renewable portion of the electricity grid mix outside the entity's control is excluded,IFRS S2 Climate-related Disclosures Appendix B,41
b6-multiline-and-specialty-retailers-and-distributors,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.","According to the IFRS S2 Climate-related Disclosures, what is the required procedure for a company to claim renewable energy from a power purchase agreement (PPA) in its sustainability reporting?",The company can claim any renewable energy mentioned in the PPA without further action,"The PPA must include RECs, but they can be sold separately from the energy",The company must retain and retire the associated RECs on behalf of the entity,"Only on-site generated renewable energy can be claimed, PPAs are excluded","The renewable energy can be claimed if it's certified by any third-party, regardless of REC ownership",C. The company must retain and retire the associated RECs on behalf of the entity,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Multiline and Specialty Retailers & Distributors,41
b6-multiline-and-specialty-retailers-and-distributors,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,How might the energy management practices outlined in the IFRS S2 Climate-related Disclosures impact the competitive landscape of the Multiline and Specialty Retailers & Distributors industry?,They will have no significant impact on competition,They will primarily benefit large retailers with more resources,"They may create new opportunities for differentiation and cost savings, potentially altering competitive dynamics",They will only affect companies with international operations,They will lead to increased consolidation in the industry,"C: They may create new opportunities for differentiation and cost savings, potentially altering competitive dynamics",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Multiline and Specialty Retailers & Distributors,40-41
b6-multiline-and-specialty-retailers-and-distributors,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,"Given the industry description and energy management requirements, how might the focus on energy consumption and renewable sources affect the future store designs and operations in this sector?",It will have no impact on store designs or operations,It will lead to smaller store formats to reduce energy consumption,It may result in innovative store designs incorporating energy-efficient technologies and on-site renewable energy generation,It will cause a shift towards online-only retail models,It will primarily affect distribution centers but not retail locations,C: It may result in innovative store designs incorporating energy-efficient technologies and on-site renewable energy generation,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Multiline and Specialty Retailers & Distributors,39-41
b6-multiline-and-specialty-retailers-and-distributors,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,How might the detailed energy disclosure requirements influence investor perceptions and decision-making in the Multiline and Specialty Retailers & Distributors industry?,Investors will ignore these disclosures entirely,It will only influence socially responsible investors,It may lead to increased scrutiny of companies' sustainability efforts and potentially impact valuations and investment decisions,It will only affect companies with poor energy management practices,It will have a negative impact on all companies in the industry,C: It may lead to increased scrutiny of companies' sustainability efforts and potentially impact valuations and investment decisions,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Multiline and Specialty Retailers & Distributors,40-41
b6-multiline-and-specialty-retailers-and-distributors,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,"Considering the energy management topic summary, how might the emphasis on energy efficiency and alternative energy sources affect the industry's supply chain strategies in the long term?",It will have no impact on supply chain strategies,It will lead to complete outsourcing of all energy-intensive operations,"It may drive the development of more localized and energy-efficient supply chains, potentially altering global sourcing patterns",It will only affect luxury retailers,It will result in the elimination of all brick-and-mortar stores,"C: It may drive the development of more localized and energy-efficient supply chains, potentially altering global sourcing patterns",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Multiline and Specialty Retailers & Distributors,40
b6-multiline-and-specialty-retailers-and-distributors,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following energy sources is NOT mentioned as a renewable energy option in the IFRS S2 Climate-related Disclosures for this industry?,Geothermal energy,Wind energy,Solar energy,Hydroelectric energy,Nuclear energy,E. Nuclear energy,IFRS S2 Climate-related Disclosures Appendix B,41
b6-multiline-and-specialty-retailers-and-distributors,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following is NOT included in the scope of energy consumption for reporting purposes according to the IFRS S2 Climate-related Disclosures?,Direct fuel usage,Purchased electricity,Heating energy,Cooling energy,Energy consumed by suppliers,E. Energy consumed by suppliers,IFRS S2 Climate-related Disclosures Appendix B,40
b6-multiline-and-specialty-retailers-and-distributors,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following retail categories is NOT explicitly mentioned as part of the Multiline and Specialty Retailers & Distributors industry in the industry description?,Department stores,Mass merchants,Home products stores,Warehouse clubs,Grocery stores,E. Grocery stores,IFRS S2 Climate-related Disclosures Appendix B,39
b6-multiline-and-specialty-retailers-and-distributors,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following is NOT mentioned as a separate SASB standard related to the Multiline and Specialty Retailers & Distributors industry?,Food Retailers & Distributors,Drug Retailers,E-Commerce,"Apparel, Accessories & Footwear",Electronics Retailers,E. Electronics Retailers,IFRS S2 Climate-related Disclosures Appendix B,39
b7-coal-operations,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.",What are the seven greenhouse gases (GHGs) covered under the Kyoto Protocol that coal operations companies need to disclose in their Scope 1 emissions?,"Carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons, sulfur hexafluoride, and nitrogen trifluoride","Carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons, sulfur hexafluoride, and ozone","Carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons, sulfur dioxide, and nitrogen trifluoride","Carbon monoxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons, sulfur hexafluoride, and nitrogen trifluoride","Carbon dioxide, methane, nitrous acid, hydrofluorocarbons, perfluorocarbons, sulfur hexafluoride, and nitrogen trifluoride","A. Carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons, sulfur hexafluoride, and nitrogen trifluoride",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,43
b7-coal-operations,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.","According to the document, what are the typical parameters of concern in water quality incidents for coal operations?","Selenium, total dissolved solids (TDS), sulfate, total suspended solids (TSS), and pH","Nitrogen, phosphorus, potassium, calcium, and magnesium","Lead, mercury, arsenic, cadmium, and chromium","Chlorine, fluoride, bromide, iodide, and nitrate","Copper, zinc, nickel, iron, and manganese","A. Selenium, total dissolved solids (TDS), sulfate, total suspended solids (TSS), and pH",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,48
b7-coal-operations,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.",Which scenarios from the International Energy Agency's World Energy Outlook should coal companies use in their reserves sensitivity analysis?,"Current Policies, New Policies, and Sustainable Development Scenarios","Business as Usual, Green Growth, and Net Zero Emissions Scenarios","Fossil Fuel Dominance, Renewable Transition, and Carbon Neutral Scenarios","High Carbon, Low Carbon, and Zero Carbon Scenarios","Economic Growth, Environmental Protection, and Energy Security Scenarios","A. Current Policies, New Policies, and Sustainable Development Scenarios",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,49-50
b7-coal-operations,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.",What is the formula used to calculate the estimated potential carbon dioxide emissions from proven coal reserves?,E = R × V × C,E = R + V + C,E = R / V / C,E = (R + V) × C,E = R × (V + C),A. E = R × V × C,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,51
b7-coal-operations,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,How might a coal company's capital expenditure strategy be influenced by both the Sustainable Development Scenario and water management concerns in regions with high water stress?,By investing in water-efficient technologies and exploring reserves in low water stress areas,By increasing investments in thermal coal production and ignoring water stress,By focusing solely on metallurgical coal and disregarding water management,By maintaining current strategies without considering climate scenarios or water stress,By divesting from all coal operations and investing in renewable energy,A. By investing in water-efficient technologies and exploring reserves in low water stress areas,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,"47, 49-52"
b7-coal-operations,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,"If a coal company's gross global Scope 1 emissions increase, and 60% of these emissions are covered under emissions-limiting regulations, how might this impact their long-term strategy and reporting requirements?",It would have no impact on their strategy or reporting requirements,They would need to reduce production but wouldn't need to change their reporting,"They would need to disclose the increase, the percentage covered by regulations, and potentially adjust their emissions reduction targets and strategies",They would only need to report the emissions increase to the CDP,They would need to immediately cease all coal operations,"C. They would need to disclose the increase, the percentage covered by regulations, and potentially adjust their emissions reduction targets and strategies",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,43-46
b7-coal-operations,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,How might a coal company's reserve valuation be affected if it operates in a region implementing both stricter water quality regulations and a carbon pricing mechanism aligned with the New Policies Scenario?,The reserve valuation would likely increase due to higher demand,The reserve valuation would remain unchanged regardless of regulations,The reserve valuation could decrease due to higher operational costs and potential reduction in demand,"The reserve valuation would only be affected by water regulations, not carbon pricing",The reserve valuation would become irrelevant as all coal operations would cease,C. The reserve valuation could decrease due to higher operational costs and potential reduction in demand,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,47-52
b7-coal-operations,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,"If a coal company's sensitivity analysis shows a significant reduction in probable reserves under the Sustainable Development Scenario, and they have a high percentage of operations in water-stressed regions, what actions might they consider for their short-term and long-term strategies?",Increase investment in thermal coal production and ignore water management issues,Maintain current operations without any changes to strategy,Immediately divest from all coal operations and invest in unrelated industries,Focus on short-term profits without considering long-term sustainability,"Diversify into metallurgical coal, invest in water-efficient technologies, and explore low-carbon technologies for the long-term","E. Diversify into metallurgical coal, invest in water-efficient technologies, and explore low-carbon technologies for the long-term",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,47-52
b7-coal-operations,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,What are the key components of the 'Greenhouse Gas Protocol' methodology for calculating Scope 1 emissions in the coal operations industry?,Only includes emissions from stationary sources at mine sites,"Covers direct emissions from both stationary and mobile sources, including equipment, facilities, and transportation",Focuses solely on methane emissions from coal seams,Only accounts for emissions from office buildings and administrative operations,Exclusively measures emissions from coal washing and processing,"B. Covers direct emissions from both stationary and mobile sources, including equipment, facilities, and transportation",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,43-44
b7-coal-operations,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,How is 'fresh water' defined in the context of water management disclosures for coal operations?,Water with less than 500 parts per million of dissolved solids,Any water sourced from rivers or lakes,Water that has been treated at a municipal facility,"Water with less than 1000 parts per million of dissolved solids, unless otherwise defined by local regulations",Only rainwater collected directly by the company,"D. Water with less than 1000 parts per million of dissolved solids, unless otherwise defined by local regulations",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,47
b7-coal-operations,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,What does the 'New Policies Scenario' assume in the context of sensitivity analysis for coal reserve levels?,No changes in current policies,Immediate implementation of all proposed environmental regulations,"Broad policy commitments and plans announced by countries occur, even if implementation measures are not yet identified",Complete phase-out of all fossil fuel use within 10 years,Only considers policies that have been fully legislated,"C. Broad policy commitments and plans announced by countries occur, even if implementation measures are not yet identified",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,49-50
b7-coal-operations,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,What constitutes a 'formal enforcement action' in the context of water quality non-compliance incidents for coal operations?,Any verbal warning from a regulatory agency,Internal company reports of potential violations,Governmental recognized actions addressing violations that can result in administrative penalties or judicial actions,Public complaints about water quality near mining operations,Annual routine inspections by environmental agencies,C. Governmental recognized actions addressing violations that can result in administrative penalties or judicial actions,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,47-48
b7-coal-operations,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,How might a coal company's strategy for managing Scope 1 emissions be influenced by the increasing global focus on climate change mitigation?,By solely focusing on short-term profit maximization,By investing in carbon capture and storage technologies,By ignoring emissions regulations and continuing business as usual,By relocating all operations to countries with lax environmental laws,By increasing coal production to offset potential future restrictions,B. By investing in carbon capture and storage technologies,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,45-46
b7-coal-operations,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,What potential implications could the sensitivity analysis of coal reserves under different price scenarios have for a company's long-term financial planning?,It has no impact on financial planning,It only affects short-term operational decisions,It could lead to reassessment of the value of assets and future investment strategies,It's only relevant for marketing purposes,It exclusively influences hiring decisions,C. It could lead to reassessment of the value of assets and future investment strategies,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,49-51
b7-coal-operations,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,How might the disclosure of estimated carbon dioxide emissions embedded in proven coal reserves affect stakeholder perceptions and company valuation?,It has no effect on stakeholder perceptions or company valuation,It only impacts employees' morale,It could lead to increased investor scrutiny and potential revaluation of the company's long-term prospects,It only affects the company's social media presence,It exclusively influences government tax policies,C. It could lead to increased investor scrutiny and potential revaluation of the company's long-term prospects,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,51-52
b7-coal-operations,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,"In the context of water management in coal operations, how might a high percentage of water withdrawal in regions with High or Extremely High Baseline Water Stress impact a company's operational risk and stakeholder relationships?",It has no impact on operational risk or stakeholder relationships,It only affects the company's marketing strategy,"It could lead to increased regulatory scrutiny, operational challenges, and community tensions",It exclusively influences the company's choice of office locations,It only impacts the company's employee benefits program,"C. It could lead to increased regulatory scrutiny, operational challenges, and community tensions",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,47-48
b7-coal-operations,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.","According to the IFRS S2 Climate-related Disclosures, what specific information should a coal company include when discussing its emission reduction targets?",Only the percentage reduction against the base year,The scope of the target and whether it's absolute or intensity-based,Just the timeline for the reduction activity,Only the mechanisms for achieving the target,"The scope, type, percentage reduction, timeline, mechanisms, and any recalculation circumstances","E. The scope, type, percentage reduction, timeline, mechanisms, and any recalculation circumstances",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,45-46
b7-coal-operations,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.",What is the required procedure for disclosing water withdrawal in regions with high water stress according to the IFRS S2 Climate-related Disclosures?,Disclose only the total amount of water withdrawn globally,Report water withdrawal only in low-stress regions,Analyze operations using the WRI Aqueduct tool and disclose the percentage of water withdrawn in High or Extremely High Baseline Water Stress areas,Disclose water withdrawal without considering regional water stress levels,Report water withdrawal only if it exceeds a certain threshold,C. Analyze operations using the WRI Aqueduct tool and disclose the percentage of water withdrawn in High or Extremely High Baseline Water Stress areas,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,47
b7-coal-operations,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.",What specific price scenarios must coal companies use in their sensitivity analysis of coal reserves according to the IFRS S2 Climate-related Disclosures?,Only the company's internal price projections,Current market prices and historical averages,"Scenarios from the IEA's World Energy Outlook: Current Policies, New Policies, and Sustainable Development",Only worst-case climate regulation scenarios,Prices based on regional coal demand forecasts,"C. Scenarios from the IEA's World Energy Outlook: Current Policies, New Policies, and Sustainable Development",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,49-50
b7-coal-operations,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.","According to the IFRS S2 Climate-related Disclosures, how should a coal company calculate the estimated carbon dioxide emissions embedded in its proven coal reserves?",Use only company-specific data on carbon content,Apply a standard emissions factor to all types of coal reserves,"Use the formula E = R × V × C, with default IPCC values if specific data is unavailable",Estimate based on historical emissions from similar reserves,Calculate based on the average carbon content of all global coal reserves,"C. Use the formula E = R × V × C, with default IPCC values if specific data is unavailable",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,51-52
b7-coal-operations,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,How might incidents of non-compliance with water quality permits affect a coal company's operational strategy and stakeholder relationships?,They would have no impact as water quality is not important in coal operations,They might lead to improved water management practices and stakeholder engagement,They would result in immediate shutdown of all operations,They could cause a shift to only underground mining to avoid water issues,They would likely increase water usage to dilute pollutants,B. They might lead to improved water management practices and stakeholder engagement,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,47-48
b7-coal-operations,Negative Questions: Questions about what is NOT mentioned or covered in the document.,"Which of the following is NOT mentioned as a factor influencing a coal company's capital expenditure strategy for exploration, acquisition, and development of assets?",Projections for coal price,Demand for coal,Path of air quality regulation,Climate regulation,Technological advancements in renewable energy,E. Technological advancements in renewable energy,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,52
b7-coal-operations,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following is NOT a required disclosure for coal companies regarding their water management practices?,Total fresh water withdrawn,Percentage of water recycled,Percentage of water withdrawn in regions with High or Extremely High Baseline Water Stress,Number of incidents of non-compliance associated with water quality permits,Daily water consumption rate per ton of coal produced,E. Daily water consumption rate per ton of coal produced,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,47-48
b7-coal-operations,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following is NOT a required element in the sensitivity analysis of coal reserves to future price projection scenarios?,Current Policies Scenario,New Policies Scenario,Sustainable Development Scenario,Proven and probable reserves,Potential mergers and acquisitions,E. Potential mergers and acquisitions,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,49-50
b7-coal-operations,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following is NOT mentioned as a type of emissions-limiting regulation that coal companies need to consider when reporting their Scope 1 GHG emissions coverage?,Carbon tax systems,Cap-and-trade schemes,Command-and-control approach,Permit-based mechanisms,International emissions trading,E. International emissions trading,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Coal Operations,44
b8-construction-materials,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.",What are the seven GHGs covered under the Kyoto Protocol that construction materials companies need to disclose in their gross global Scope 1 emissions?,"Carbon dioxide, methane, nitrous oxide, hydrochlorofluorocarbons, chlorofluorocarbons, sulfur dioxide, and ozone","Carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons, sulfur hexafluoride, and nitrogen trifluoride","Carbon monoxide, carbon dioxide, methane, nitrous oxide, ozone, water vapor, and chlorofluorocarbons","Carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons, sulfur hexafluoride, and sulfur dioxide","Carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons, nitrogen dioxide, and ozone","B. Carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons, sulfur hexafluoride, and nitrogen trifluoride",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,55
b8-construction-materials,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.",What is the preferred source for global warming potential (GWP) values when calculating greenhouse gas emissions in the Construction Materials industry?,The U.S. Environmental Protection Agency's Greenhouse Gas Inventory,The World Resources Institute's Greenhouse Gas Protocol,The Intergovernmental Panel on Climate Change (IPCC) Fifth Assessment Report (2014),The United Nations Framework Convention on Climate Change (UNFCCC) guidelines,The International Energy Agency's World Energy Outlook,C. The Intergovernmental Panel on Climate Change (IPCC) Fifth Assessment Report (2014),IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,55
b8-construction-materials,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.","According to the industry standard, what are the three key components that should be disclosed regarding energy consumption in the Construction Materials industry?","Total energy consumed, percentage of coal used, and percentage of natural gas used","Total energy consumed, percentage of renewable energy, and percentage of nuclear energy","Total energy consumed, percentage grid electricity, and percentage of solar energy","Total energy consumed, percentage grid electricity, percentage alternative, and percentage renewable","Total energy consumed, percentage of fossil fuels, and percentage of biomass energy","D. Total energy consumed, percentage grid electricity, percentage alternative, and percentage renewable",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,61-62
b8-construction-materials,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.",What tool is recommended for analyzing water risks and identifying activities that withdraw and consume water in locations with High or Extremely High Baseline Water Stress?,The United Nations Water Scarcity Index,"The World Resources Institute's (WRI) Water Risk Atlas tool, Aqueduct",The Global Water Tool by the World Business Council for Sustainable Development,The Water Footprint Network's Assessment Tool,The CDP Water Security Questionnaire,"B. The World Resources Institute's (WRI) Water Risk Atlas tool, Aqueduct",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,64
b8-construction-materials,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,How might a construction materials company's strategy to reduce Scope 1 emissions impact its financial performance and regulatory compliance?,It would only increase costs without any benefits,It would have no impact on financial performance or regulatory compliance,"It could lead to operational efficiencies, cost savings, and improved regulatory compliance",It would only improve regulatory compliance but decrease financial performance,It would only be relevant for companies operating in the European Union,"C. It could lead to operational efficiencies, cost savings, and improved regulatory compliance",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,55-58
b8-construction-materials,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,How does the use of alternative fuels in construction materials production relate to both energy management and air quality concerns?,Alternative fuels always increase air pollution and energy costs,Alternative fuels have no impact on air quality or energy management,Alternative fuels can lower energy costs and GHG emissions but may potentially release harmful air pollutants,Alternative fuels only affect energy costs without any impact on air quality,"Alternative fuels are only used for reducing GHG emissions, not for energy management",C. Alternative fuels can lower energy costs and GHG emissions but may potentially release harmful air pollutants,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,59-61
b8-construction-materials,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,How does water management in regions with high water stress relate to both operational risks and potential financial impacts for construction materials companies?,It only affects the company's public image without any operational or financial impacts,It leads to increased water usage but has no impact on financials,It can lead to production disruptions and increased costs due to water scarcity and price volatility,It only affects companies in desert regions,It has no relation to operational risks or financial impacts,C. It can lead to production disruptions and increased costs due to water scarcity and price volatility,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,64-65
b8-construction-materials,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,How do product innovations in sustainable construction materials potentially impact both a company's revenue and production costs?,They only increase production costs without affecting revenue,They have no impact on either revenue or production costs,They can increase revenues through market demand and potentially reduce production costs through energy efficiency,They only affect the company's environmental reputation,They always increase both revenue and production costs equally,C. They can increase revenues through market demand and potentially reduce production costs through energy efficiency,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,67-68
b8-construction-materials,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,What is cement kiln dust (CKD) and why is it significant in the construction materials industry?,A type of cement used for specialized construction projects,"Fine-grained, solid, highly alkaline waste removed from cement kiln exhaust gas by air pollution control devices",A raw material used in the production of concrete,A byproduct of aggregate mining operations,A chemical additive used to improve cement strength,"B: Fine-grained, solid, highly alkaline waste removed from cement kiln exhaust gas by air pollution control devices",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,65
