industry,qa_type,question,optionA,optionB,optionC,optionD,optionE,answer,reference,page
b51-casinos-and-gaming,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"A casino is considering using biomass as a renewable energy source. According to IFRS S2, which certification is NOT mentioned as acceptable for biomass sources in sustainability reporting?",Forest Stewardship Council,Sustainable Forest Initiative,Programme for the Endorsement of Forest Certification,American Tree Farm System,Global Biomass Partnership,E. Global Biomass Partnership,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Casinos & Gaming,536
b51-casinos-and-gaming,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,A casino operator is preparing its sustainability report and needs to disclose its energy consumption. Which of the following is NOT a required component of the energy consumption disclosure according to IFRS S2?,Total energy consumed,Percentage of grid electricity,Percentage of renewable energy,Energy intensity per square meter of gaming floor,"Energy from all sources, including self-generated",D. Energy intensity per square meter of gaming floor,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Casinos & Gaming,535-536
b51-casinos-and-gaming,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"When reporting the number of active online gaming customers, which timeframe should a casino use to determine if a customer is 'active' according to the IFRS S2 standard?",Within the last 30 days,Within the last 60 days,Within the last 90 days,Within the last 180 days,Within the reporting period,E. Within the reporting period,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Casinos & Gaming,534
b52-hotels-and-lodging,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"According to the IFRS S2 Climate-related Disclosures for the Hotels & Lodging industry, which of the following is NOT a required disclosure under the Energy Management topic?",Total energy consumed,Percentage of grid electricity used,Percentage of renewable energy used,Total carbon emissions from energy consumption,"Energy consumption from all sources, including self-generated",D. Total carbon emissions from energy consumption,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,539-540
b52-hotels-and-lodging,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"When disclosing renewable energy consumption for the Hotels & Lodging industry, which of the following sources is NOT included in the scope of renewable energy?",Geothermal energy,Wind energy,Solar energy,Hydroelectric energy,The renewable portion of the electricity grid mix outside the entity's control,E. The renewable portion of the electricity grid mix outside the entity's control,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,540
b52-hotels-and-lodging,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"In the context of water management disclosure for the Hotels & Lodging industry, how is water consumption defined?","Only water that evaporates during withdrawal, usage, and discharge",Only water that is directly incorporated into the entity's product or service,Only water that does not return to the same catchment area,All of the above,None of the above,D. All of the above,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,541
b52-hotels-and-lodging,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"For the Climate Change Adaptation topic in the Hotels & Lodging industry, what specific disclosure is required regarding lodging facilities?",Number of lodging facilities located in coastal areas,Number of lodging facilities with flood insurance,Number of lodging facilities located in 100-year flood zones,Number of lodging facilities with climate adaptation plans,Number of lodging facilities that experienced flooding in the past year,C. Number of lodging facilities located in 100-year flood zones,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,543
b52-hotels-and-lodging,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"When calculating the percentage of grid electricity consumed in the Hotels & Lodging industry, what is the correct formula to use?",Grid electricity consumption divided by total energy production,Grid electricity consumption divided by total energy consumption,Total energy consumption divided by grid electricity consumption,Renewable energy consumption divided by grid electricity consumption,Grid electricity consumption minus renewable energy consumption,B. Grid electricity consumption divided by total energy consumption,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,539
b52-hotels-and-lodging,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"In the Hotels & Lodging industry, which conversion factor should be used when calculating energy consumption from fuels and biofuels?",Lower heating values (LHV),Net calorific values (NCV),Higher heating values (HHV),Gross energy content (GEC),Standard energy units (SEU),C. Higher heating values (HHV),IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,539
b52-hotels-and-lodging,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"When disclosing water-related metrics for the Hotels & Lodging industry, how should the percentage of water withdrawn in high water stress regions be calculated?",Water withdrawn in high stress regions divided by total water consumed,Water withdrawn in high stress regions divided by total water withdrawn,Total water withdrawn divided by water withdrawn in high stress regions,Water consumed in high stress regions divided by total water withdrawn,Water withdrawn in high stress regions minus water consumed in high stress regions,B. Water withdrawn in high stress regions divided by total water withdrawn,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,541-542
b52-hotels-and-lodging,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"For the Hotels & Lodging industry, how is the average occupancy rate calculated according to the activity metrics?",Number of available room-nights divided by total area of lodging facilities,Number of occupied room-nights divided by total number of rooms,Number of occupied room-nights divided by available room-nights across all properties,Total revenue divided by number of available room-nights,Number of guests divided by number of available room-nights,C. Number of occupied room-nights divided by available room-nights across all properties,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,537
b52-hotels-and-lodging,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"When preparing a sustainability report for a hotel chain, how should renewable energy from biomass sources be accounted for?",Include all biomass sources without restriction,Only include biomass sources certified by any local authority,Exclude all biomass sources due to potential controversies,Include only biomass sources certified to third-party standards or eligible for renewable portfolio standards,Include biomass sources only if they are carbon-neutral,D. Include only biomass sources certified to third-party standards or eligible for renewable portfolio standards,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,540
b52-hotels-and-lodging,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"In preparing a sustainability report for a hotel company, how should water consumption be calculated?",Total water withdrawn minus water discharged,Only water used in guest rooms,"Water that evaporates, is incorporated into products, or doesn't return to the same catchment area",Total water withdrawn from all sources,Water used in all hotel operations except landscaping,"C. Water that evaporates, is incorporated into products, or doesn't return to the same catchment area",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,541
b52-hotels-and-lodging,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"When assessing climate change adaptation for a hotel chain's sustainability report, what specific metric should be reported regarding flood risk?",Percentage of revenue from properties in flood-prone areas,Number of lodging facilities located in 100-year flood zones,Total insurance costs for properties in coastal regions,Number of days operations were disrupted due to flooding in the past year,Projected sea level rise impact on beachfront properties over the next decade,B. Number of lodging facilities located in 100-year flood zones,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,543
b52-hotels-and-lodging,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"When reporting on renewable energy usage in a hotel chain's sustainability report, which of the following scenarios allows the company to claim the energy as renewable?",Purchasing grid electricity from a region with high renewable mix,Buying renewable energy certificates (RECs) separately from electricity consumption,Installing solar panels but selling the associated RECs to other entities,Generating on-site renewable electricity and retaining the associated RECs,Sourcing electricity from a supplier that claims to use renewable sources without providing certificates,D. Generating on-site renewable electricity and retaining the associated RECs,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hotels & Lodging,540
b53-leisure-facilities,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"When disclosing renewable energy consumption for a leisure facility, which of the following sources is NOT considered within the scope of renewable energy according to IFRS S2?",Wind energy,Solar energy,Geothermal energy,Uncertified hydropower,Biomass from Forest Stewardship Council certified materials,D. Uncertified hydropower,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,545-546
b53-leisure-facilities,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"For a leisure facility company reporting its energy consumption, which unit of measure should be used for total energy consumed according to IFRS S2?",Kilowatt-hours (kWh),Megawatt-hours (MWh),Gigajoules (GJ),British Thermal Units (BTU),Therms,C. Gigajoules (GJ),IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,545
b53-leisure-facilities,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"When calculating the percentage of renewable energy consumed by a leisure facility, which of the following is NOT included in the scope of renewable energy?",Renewable energy directly produced by the entity,Renewable energy purchased through a power purchase agreement (PPA) with explicit RECs,Renewable energy from a Green-e Energy Certified utility program,The renewable portion of the electricity grid mix outside the entity's control,On-site generated renewable electricity with retained RECs,D. The renewable portion of the electricity grid mix outside the entity's control,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,545
b53-leisure-facilities,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"According to IFRS S2, when reporting energy consumption from fuels and biofuels for a leisure facility, which heating value should be used?",Lower Heating Values (LHV),Higher Heating Values (HHV),Average Heating Values (AHV),Standardized Heating Values (SHV),Net Calorific Values (NCV),B. Higher Heating Values (HHV),IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,545
b53-leisure-facilities,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"When calculating the percentage of grid electricity consumed by a leisure facility, what is the correct formula according to IFRS S2?",Grid electricity consumption divided by renewable energy consumption,Purchased grid electricity consumption divided by total energy consumption,Total energy consumption divided by grid electricity consumption,Renewable energy consumption divided by grid electricity consumption,Grid electricity consumption minus renewable energy consumption,B. Purchased grid electricity consumption divided by total energy consumption,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,545
b53-leisure-facilities,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"When calculating the 'customer-days' activity metric for a movie theater that sells single unit entry passes, what should be used if exact visitation times are not tracked?",The total number of tickets sold,The theater's total hours of operation,The average visitation time,The longest movie's runtime,The total number of screenings,C. The average visitation time,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,544
b53-leisure-facilities,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"For a leisure facility using biomass as a renewable energy source, which of the following certifications is NOT mentioned as acceptable for inclusion in the renewable energy calculation?",Forest Stewardship Council,Sustainable Forest Initiative,Programme for the Endorsement of Forest Certification,American Tree Farm System,International Organization for Standardization (ISO) 14001,E. International Organization for Standardization (ISO) 14001,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,546
b53-leisure-facilities,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"When calculating the renewable energy percentage for a leisure facility that generates solar power on-site, what must be done with the Renewable Energy Certificates (RECs) for the entity to claim it as renewable energy?",RECs must be sold to other companies,RECs must be retained and retired or cancelled on behalf of the entity,RECs can be ignored as they are not relevant for on-site generation,RECs must be donated to a non-profit organization,RECs must be reported to the government but can be kept active,B. RECs must be retained and retired or cancelled on behalf of the entity,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,545-546
b53-leisure-facilities,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,A leisure facility company operating multiple amusement parks is struggling to accurately report its total energy consumption. Which of the following energy sources should NOT be included in the total energy consumed calculation?,Purchased electricity,Direct fuel usage,Heating energy,Energy produced by the entity itself,Energy consumed by visitors' personal devices,E. Energy consumed by visitors' personal devices,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,545
b53-leisure-facilities,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"A ski resort is considering investing in a hydropower project to increase its renewable energy usage. Under the IFRS sustainability reporting standards, which certification would make this hydro energy eligible for inclusion in the company's renewable energy percentage?",ISO 14001 certification,Low Impact Hydropower Institute certification,Energy Star certification,LEED certification,Blue Angel certification,B. Low Impact Hydropower Institute certification,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,545-546
b53-leisure-facilities,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,A theme park operator has purchased renewable energy through a power purchase agreement (PPA). Under what condition can this energy be claimed as renewable in the company's sustainability report?,If the energy is cheaper than conventional grid electricity,If the energy is produced within the same state as the theme park,If the PPA lasts for at least 10 years,If the PPA explicitly includes and conveys that RECs and GOs are retained or replaced and retired on behalf of the entity,If the energy provider is a Fortune 500 company,D. If the PPA explicitly includes and conveys that RECs and GOs are retained or replaced and retired on behalf of the entity,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,545-546
b53-leisure-facilities,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"A leisure facility company operates a mix of indoor and outdoor attractions, including amusement parks and movie theaters. The company is preparing its sustainability report and wants to accurately report its energy consumption. What unique challenge does this company face when calculating the percentage of renewable energy consumed?",Differentiating between energy used for indoor vs outdoor attractions,Accounting for seasonal variations in energy consumption,Excluding the renewable portion of the electricity grid mix outside its control,Calculating the energy consumption of individual rides and attractions,Determining the carbon footprint of visitor transportation to the facilities,C. Excluding the renewable portion of the electricity grid mix outside its control,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Leisure Facilities,545-546
b54-electronic-manufacturing-services-and-original-design,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"When reporting on water management for an EMS & ODM company, which of the following metrics is required to be disclosed according to IFRS S2?",Total water recycled,Water quality parameters,"Total water withdrawn and consumed, with percentages in high stress regions",Daily water usage fluctuations,Wastewater treatment methods,"C. Total water withdrawn and consumed, with percentages in high stress regions",IFRS S2 Climate-related Disclosures Appendix B,548-549
b54-electronic-manufacturing-services-and-original-design,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"In the context of product lifecycle management for EMS & ODM companies, what specific metric is required to be disclosed according to IFRS S2?",Average lifespan of products,Carbon footprint of manufacturing process,Number of product recalls,"Weight of end-of-life products and e-waste recovered, percentage recycled",Energy efficiency ratings of products,"D. Weight of end-of-life products and e-waste recovered, percentage recycled",IFRS S2 Climate-related Disclosures Appendix B,550-551
b54-electronic-manufacturing-services-and-original-design,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"When calculating the percentage of recycled end-of-life material for sustainability reporting, which of the following is NOT included in the scope of recycled material?",Reused material,Reclaimed material,Primary recycled material,Co-products of equal value to primary recycled materials,Material disposed of in landfills,E. Material disposed of in landfills,IFRS S2 Climate-related Disclosures Appendix B,551
b54-electronic-manufacturing-services-and-original-design,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"According to IFRS S2, when can electronic waste material (e-waste) be considered recycled for reporting purposes?",When it is collected by any third-party recycling company,When it is stored in the company's facilities for future processing,When it is transferred to entities with third-party certification to a standard for e-waste recycling,When it is exported to another country for processing,When it is disassembled into component parts,C. When it is transferred to entities with third-party certification to a standard for e-waste recycling,IFRS S2 Climate-related Disclosures Appendix B,551
b54-electronic-manufacturing-services-and-original-design,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"When calculating total water withdrawn for sustainability reporting in the EMS & ODM industry, which of the following sources should NOT be included?",Surface water from rivers and lakes,Groundwater,Rainwater collected and stored by the entity,Water obtained from municipal water supplies,Wastewater generated by the entity's operations,E. Wastewater generated by the entity's operations,IFRS S2 Climate-related Disclosures Appendix B,548
b54-electronic-manufacturing-services-and-original-design,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"In determining water consumption for sustainability reporting, which of the following is NOT considered as consumed water according to IFRS S2?","Water that evaporates during withdrawal, usage, and discharge",Water that is directly incorporated into the entity's product,Water that is indirectly incorporated into the entity's service,Water that returns to a different catchment area from which it was withdrawn,Water that is treated and returned to the same catchment area from which it was withdrawn,E. Water that is treated and returned to the same catchment area from which it was withdrawn,IFRS S2 Climate-related Disclosures Appendix B,548-549
b54-electronic-manufacturing-services-and-original-design,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"When reporting on water stress for EMS & ODM companies, what tool should be used to classify areas with High or Extremely High Baseline Water Stress?",United Nations Water Scarcity Index,World Bank Water Stress Indicator,OECD Water Risk Assessment Tool,"World Resources Institute's (WRI) Water Risk Atlas tool, Aqueduct",Global Water Partnership Stress Meter,"D. World Resources Institute's (WRI) Water Risk Atlas tool, Aqueduct",IFRS S2 Climate-related Disclosures Appendix B,549
b54-electronic-manufacturing-services-and-original-design,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"When calculating the weight of end-of-life products recovered for sustainability reporting in the EMS & ODM industry, which of the following should be excluded?",Products collected through reverse logistics services,Materials collected through product take-back programs,E-waste recovered through recycling services,Products refurbished through refurbishment services,Materials collected for repair or in-warranty products subject to recall,E. Materials collected for repair or in-warranty products subject to recall,IFRS S2 Climate-related Disclosures Appendix B,550
b54-electronic-manufacturing-services-and-original-design,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,What unique challenge do EMS & ODM companies face when reporting on product lifecycle management in their sustainability reports?,Dealing with rapid product obsolescence,Managing supply chain emissions,Reporting on employee diversity,Calculating Scope 3 emissions,Assessing biodiversity impacts,A. Dealing with rapid product obsolescence,IFRS S2 Climate-related Disclosures Appendix B,550
b54-electronic-manufacturing-services-and-original-design,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"When reporting on e-waste recycling in sustainability reports, what specific requirement must EMS & ODM companies meet to consider e-waste as recycled?",Obtain ISO 14001 certification,Demonstrate transfer to entities with third-party certification like e-Steward® standard,Achieve a 50% recycling rate,Use only local recycling facilities,Implement an internal recycling program,B. Demonstrate transfer to entities with third-party certification like e-Steward® standard,IFRS S2 Climate-related Disclosures Appendix B,551
b54-electronic-manufacturing-services-and-original-design,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,What unique consideration should EMS & ODM companies keep in mind when reporting water management metrics in their sustainability reports?,Only report on freshwater usage,Exclude water used in cooling systems,Report on water quality improvements,Consider water scarcity in manufacturing locations,Focus solely on wastewater treatment,D. Consider water scarcity in manufacturing locations,IFRS S2 Climate-related Disclosures Appendix B,548
b54-electronic-manufacturing-services-and-original-design,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,What specific challenge do EMS & ODM companies face when reporting on water management in regions with High or Extremely High Baseline Water Stress?,Difficulty in measuring water consumption,Lack of standardized reporting metrics,Potential for higher supply costs and operational risks,Inability to recycle water in manufacturing processes,Requirement to use only freshwater sources,C. Potential for higher supply costs and operational risks,Water Management,548
b55-hardware,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"According to IFRS S2 Climate-related Disclosures for the Hardware industry, which of the following is NOT a required activity metric?",Number of units produced by product category,Area of manufacturing facilities,Percentage of production from owned facilities,Total revenue from hardware products,Square footage of office space,E. Square footage of office space,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,552
b55-hardware,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"When disclosing the percentage of products containing IEC 62474 declarable substances, how should a company calculate this percentage?",Number of products with declarable substances / Total number of products,Weight of products with declarable substances / Total weight of all products,Revenue from products with declarable substances / Total revenue from all products,Cost of products with declarable substances / Total cost of all products,Units of products with declarable substances / Total units of all products,C. Revenue from products with declarable substances / Total revenue from all products,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,554
b55-hardware,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,Which of the following is NOT considered an 'eligible product' for EPEAT registration disclosure purposes?,Desktop computers,Notebook computers,Computer displays,Mobile phones,Printers,E. Printers,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,555-556
b55-hardware,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"When reporting on end-of-life products and e-waste recovery, which of the following should NOT be included in the scope of 'end-of-life material that was recovered'?",Products collected through reverse logistics services,Materials collected through product take-back programs,E-waste collected by third parties for recycling,Products collected for refurbishment services,Materials collected for in-warranty repair,E. Materials collected for in-warranty repair,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,557
b55-hardware,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"When calculating the percentage of products meeting EPEAT registration requirements, which of the following is the correct formula?",Total revenue from all products sold / Revenue from EPEAT registered products,Revenue from EPEAT registered products / Total revenue from all products sold,Revenue from EPEAT registered products / Total revenue from EPEAT eligible products,Number of EPEAT registered products / Total number of products sold,Weight of EPEAT registered products / Total weight of all products sold,C. Revenue from EPEAT registered products / Total revenue from EPEAT eligible products,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,555-556
b55-hardware,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"For energy efficiency certification reporting, how should a company handle products certified to a previous version of the standard?",Exclude them from the report entirely,Include them without any additional information,"Include them, but only if they meet the current version's requirements","Include them, disclosing the version, breakdown, and timeline for current certification",Average the efficiency ratings between old and new versions,"D. Include them, disclosing the version, breakdown, and timeline for current certification",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,556-557
b55-hardware,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"When calculating the percentage of end-of-life material recycled, which of the following is NOT considered 'recycled material'?",Reused products,Reclaimed materials,Primary recycled materials,Co-products of equal value to primary recycled materials,Material disposed of in landfills,E. Material disposed of in landfills,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,557-558
b55-hardware,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"For reporting on IEC 62474 declarable substances, how is a product determined to contain a declarable substance?",If it contains any amount of the substance,If it contains the substance above the 'reporting threshold' only,If it's within the 'reporting application' scope only,If it meets the mandatory 'reporting requirement' only,"If it's above the 'reporting threshold', within the 'reporting application' scope, and meets the mandatory 'reporting requirement'","E. If it's above the 'reporting threshold', within the 'reporting application' scope, and meets the mandatory 'reporting requirement'",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,554-555
b55-hardware,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,A hardware company is struggling to manage the use of substances that appear as declarable in IEC 62474. Which of the following is NOT mentioned as a relevant management approach in the IFRS S2 Climate-related Disclosures?,Product design criteria for substance exclusion,Material substitution assessments,Product safety testing,Supplier audits for substance compliance,Product labeling,D. Supplier audits for substance compliance,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,554-555
b55-hardware,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,A hardware company is preparing its sustainability report and needs to disclose its approach to incorporating environmentally focused principles into product design. Which of the following is NOT listed as an environmentally focused principle or criteria in the IFRS S2 disclosure requirements?,Elimination of toxic substances,Use of recycled materials,Design for consolidated shipping,Implementation of carbon offsetting programs,Design for product take-back,D. Implementation of carbon offsetting programs,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,556
b55-hardware,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"When reporting on end-of-life product recovery and recycling, a hardware company is unsure about what to include in the scope. According to IFRS S2, which of the following should NOT be included in the weight of end-of-life products recovered?",Products collected through reverse logistics services,Materials collected by third parties for reuse or recycling,Products collected through take-back programs,Materials collected for refurbishment services,Products that are in-warranty and subject to recall,E. Products that are in-warranty and subject to recall,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,557-558
b55-hardware,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"A hardware company is facing challenges in accurately reporting the percentage of its products that meet EPEAT registration requirements. According to IFRS S2, which of the following statements is true regarding EPEAT equivalent standards?",Only EPEAT registration is accepted; no equivalent standards are recognized,Equivalent standards must be approved by a government regulatory body,Equivalent standards should cover substantially similar topics as EPEAT,Equivalent standards are limited to those developed in the United States,EPEAT equivalency is determined solely by the number of criteria in the standard,C. Equivalent standards should cover substantially similar topics as EPEAT,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Hardware,555-556
b56-internet-media-and-services,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"When disclosing renewable energy consumption for an Internet Media & Services company, which of the following sources should NOT be included in the scope of renewable energy?",Renewable fuel consumed by the entity,Renewable energy directly produced by the entity,Renewable energy purchased through a power purchase agreement with RECs,The renewable portion of the electricity grid mix outside the entity's control,Green-e Energy Certified utility program purchases,D. The renewable portion of the electricity grid mix outside the entity's control,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Internet Media & Services,561
b56-internet-media-and-services,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"For Internet Media & Services companies, when calculating the percentage of energy consumed from renewable sources, what is required for on-site generated renewable electricity to be claimed as renewable energy?",The energy must be sold to the grid,RECs and GOs must be retained and retired or cancelled on behalf of the entity,The energy must be used exclusively for data center operations,A third-party must certify the renewable energy generation,The energy must be stored in batteries for later use,B. RECs and GOs must be retained and retired or cancelled on behalf of the entity,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Internet Media & Services,561
b56-internet-media-and-services,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"When an Internet Media & Services company is disclosing water consumption in regions with water stress, how is 'High Baseline Water Stress' defined according to the World Resources Institute's Water Risk Atlas tool, Aqueduct?",20-40 percent,40-60 percent,40-80 percent,60-80 percent,>80 percent,C. 40-80 percent,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Internet Media & Services,562
b56-internet-media-and-services,Disclosure Requirements: Questions about specific sustainability disclosure requirements for this industry.,"In discussing the integration of environmental considerations into strategic planning for data center needs, which of the following is NOT mentioned as a location-based environmental factor to be considered?",Regional humidity,Average temperature,Water availability,Soil composition,Energy efficiency standards,D. Soil composition,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Internet Media & Services,563
b56-internet-media-and-services,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,How should an Internet Media & Services company calculate the percentage of energy consumed that was supplied from grid electricity?,Total energy consumed divided by purchased grid electricity,Purchased grid electricity divided by total energy consumed,Renewable energy consumed divided by purchased grid electricity,Self-generated energy divided by purchased grid electricity,Purchased grid electricity minus renewable energy consumed,B. Purchased grid electricity divided by total energy consumed,Environmental Footprint of Hardware Infrastructure,560
b56-internet-media-and-services,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,"When disclosing water consumption, how is water consumption defined for an Internet Media & Services company?",Only water that evaporates during usage,Water that is incorporated into the company's product or service,Water that returns to a different catchment area,All of the above,Only water used for cooling data centers,D. All of the above,Environmental Footprint of Hardware Infrastructure,562
b56-internet-media-and-services,Metric Calculation: Questions about how to calculate or interpret specific sustainability metrics for this industry.,What is the correct unit of measure for disclosing the amount of data storage in the activity metrics for Internet Media & Services companies?,Gigabytes,Terabytes,Petabytes,Exabytes,Zettabytes,C. Petabytes,Table 2. Activity Metrics,559
b56-internet-media-and-services,Industry-Specific Challenges: Questions addressing unique sustainability reporting challenges or considerations specific to this industry.,"When considering environmental factors for data center strategic planning, which of the following is NOT mentioned as a specific consideration in the IFRS S2 Climate-related Disclosures?",Regional humidity,Average temperature,Water availability,Soil composition,Energy efficiency standards,D. Soil composition,Environmental Footprint of Hardware Infrastructure,563
